status,count,min_fee,max_fee,mean_fee,median_fee,fee_percentiles
failed,23170159.0,5000,4356000050.0,126504.58,14375,[5009 5202 5428 5706 6089 6529 7698 9391 11407 14375 17298 20519 25095 31670 35326 42985 57756 78685 163828]
